DATE,AAPL,ABBV,ALV,AMGN,AMZN,BA,BHP,BKH,BP,BSAC,C,CSCO,CVX,DD,DIS,GE,GOOG,GSK,IBM,INTC,JNJ,JPM,KO,MA,MCD,META,MMM,MRK,MSFT,NVDA,ORCL,PEP,PFE,PG,PM,ROG,RY,SAN,TM,TSM,TTE,V,WMT,XOM
2019-04-16,199.25,80.21,82.8,188.05,1863.04004,381.72,55.37,71.98,44.48,29.71,69.31,56.95,121.17,39.15,129.89999,9.14,1227.13,40.27,145.14,56.71,138.02,111.1,46.95,240.09,191.7,178.87,216.89999,77.56,120.77,188.21001,54.59,122.41,40.92,106.42,86.21,172.08,79.13,5.12,121.75,43.01,55.68,160.23,102.93,81.2
2019-04-17,203.13,77.98,85.5,182.47,1864.81995,377.51999,55.12,71.5,44.62,29.72,70.35,56.31,120.27,39.2,131.75,9.12,1236.33997,39.98,139.11,58.56,138.52,114.3,47.28,241.0,191.61,178.78,217.64,73.92,121.77,187.28999,54.48,127.01,39.88,105.85,85.48,168.5,79.77,5.22,124.08,44.39,56.44,160.44,103.16,81.43
2019-04-18,203.86,77.57,86.75,177.47,1861.68994,380.07001,54.95,71.32,44.39,29.46,69.67,56.4,119.86,39.0,132.45,9.35,1236.37,39.85,140.33,58.49,137.52,113.46,47.48,240.89,194.91,178.28,218.88,73.19,123.37,186.3,54.52,127.09,39.38,106.05,84.49,167.22,80.01,5.14,125.16,45.4,56.73,160.16,103.18,81.13
2019-04-22,204.53,78.15,85.36,176.36,1887.31006,375.17001,55.13,70.81,45.04,29.37,69.09,56.34,121.9,38.32,131.67999,9.32,1248.83997,39.68,138.89,58.82,137.83,113.6,47.4,243.05,193.92,181.44,218.53999,73.46,123.76,188.47,54.62,126.44,38.98,106.01,84.29,165.3,80.18,5.13,124.16,45.15,57.85,160.39999,102.37,82.9
2019-04-23,207.48,78.66,84.62,179.75999,1923.77002,374.01999,54.68,71.15,45.02,29.37,69.2,56.69,122.02,38.28,133.36,9.33,1264.55005,40.22,140.44,58.78,139.89999,113.74,48.21,243.49001,195.25999,183.78,219.5,74.6,125.44,190.67,54.94,127.09,39.42,103.16,84.91,171.17999,80.26,5.06,124.94,45.42,57.38,161.66,103.07,83.38
2019-04-24,207.16,78.67,83.95,178.3,1901.75,375.45999,53.3,71.96,44.13,28.92,68.83,56.88,118.28,38.29,135.10001,9.32,1256.0,39.93,139.95,58.72,139.2,113.55,47.98,245.28999,197.63,182.58,219.08,74.73,125.01,191.17,55.18,126.92,39.37,103.69,84.45,171.63,78.16,4.93,122.88,45.41,55.6,161.49001,103.53,81.76
2019-04-25,205.28,79.34,79.71,180.48,1902.25,382.79999,53.35,72.07,43.96,28.8,68.73,56.33,117.9,37.6,137.24001,9.12,1263.44995,40.22,138.63,57.61,139.64999,113.61,47.84,245.61,197.92999,193.25999,190.72,76.34,129.14999,186.91,55.01,126.13,39.61,103.28,83.59,166.88,78.16,4.91,123.19,44.48,55.89,161.02,103.52,82.22
2019-04-26,204.3,79.7,82.57,181.47,1950.63,380.79001,53.28,72.16,43.31,28.65,69.51,55.88,117.1,38.0,139.92,9.57,1272.18005,40.4,139.44,52.43,140.39,114.47,48.26,246.67999,197.42,191.49001,191.67,76.63,129.89,178.09,55.41,126.4,39.97,105.86,84.76,166.72,78.7,4.96,123.62,43.94,55.17,162.92999,101.53,80.49
2019-04-29,204.61,80.3,81.53,181.17,1938.43005,379.04999,53.34,71.77,43.02,28.37,71.03,56.13,117.72,37.96,139.3,9.73,1287.57996,40.45,139.05,51.11,139.84,116.12,48.42,247.13,197.12,194.78,190.21001,76.78,129.77,179.33,55.08,126.69,39.59,104.78,84.9,165.36,79.28,5.0,123.81,43.83,54.7,164.14999,101.56,79.97
2019-04-30,200.67,79.39,78.49,179.32001,1926.52002,377.69,52.95,72.76,43.73,28.0,70.7,55.95,120.06,38.45,136.97,10.17,1188.47998,41.13,140.27,51.04,141.2,116.05,49.06,254.24001,197.57001,193.39999,189.50999,78.71,130.60001,181.0,55.33,128.05,40.61,106.48,86.56,167.52,79.69,4.99,123.6,43.82,55.67,164.42999,102.84,80.28
2019-05-01,210.52,78.89,77.51,176.14,1911.52002,376.79999,51.92,72.07,43.08,27.56,69.96,55.58,117.81,37.31,136.38,10.1,1168.07996,40.41,140.56,50.76,141.95,115.16,48.59,248.75,194.17,193.03,186.07001,78.72,127.88,180.47,54.88,127.24,40.77,104.93,85.78,190.82001,79.19,4.92,122.92,43.82,54.99,162.78999,101.36,78.67
2019-05-02,209.14999,78.47,78.53,176.5,1900.81995,375.79999,51.72,71.8,42.63,27.92,70.36,54.94,116.38,34.67,134.14,10.25,1162.60999,40.46,139.59,50.55,141.28,115.41,48.39,247.19,194.61,192.53,184.75,79.52,126.21,183.19,54.6,126.83,41.01,105.56,84.92,193.24001,79.0,4.88,122.59,44.4,55.09,161.12,101.15,77.29
2019-05-03,211.75,78.71,78.71,177.31,1962.45996,376.45999,52.81,74.49,43.08,28.39,70.67,54.94,117.27,34.89,134.33,10.5,1185.40002,40.75,140.25,51.75,142.00999,116.12,48.72,247.95,197.52,195.47,185.22,80.0,128.89999,183.00999,54.79,127.67,41.39,106.08,85.7,194.2,79.62,4.9,123.65,44.71,55.18,162.03999,102.08,77.47
2019-05-06,208.48,79.26,77.5,177.06,1950.55005,371.60001,51.9,74.74,42.93,28.45,70.41,54.59,118.4,33.62,135.0,10.43,1189.39001,40.53,140.38,51.22,142.09,115.09,48.47,248.64,198.89999,193.88,183.03999,79.48,128.14999,179.85001,54.85,127.27,41.65,105.68,85.12,189.37,79.65,4.84,122.98,43.76,53.99,162.28,102.46,77.13
2019-05-07,202.86,77.95,75.32,173.87,1921.0,357.23001,51.89,74.65,42.22,28.46,68.16,53.45,118.27,32.14,133.44,10.11,1174.09998,39.59,137.64,50.48,139.97,113.21,48.0,245.06,198.03999,189.77,179.12,77.9,125.52,173.11,54.0,125.98,40.83,104.7,84.43,190.89999,78.9,4.69,122.5,43.76,52.47,160.21001,101.3,76.72
2019-05-08,202.89999,77.99,76.3,172.14999,1917.77002,359.75,51.78,73.86,42.28,28.16,68.22,53.47,117.5,31.68,134.99001,10.16,1166.27002,39.74,138.0,49.24,139.78999,112.61,47.85,245.33,198.03,189.53999,178.59,78.18,125.51,173.92,53.99,126.02,40.95,105.07,83.81,184.03999,78.6,4.7,121.76,43.7,52.52,160.75999,100.3,76.84
2019-05-09,200.72,77.91,73.91,172.87,1899.87,354.13,51.45,74.25,41.65,28.28,67.63,52.92,121.19,30.99,133.59,10.04,1162.38,39.66,135.34,46.62,138.73,112.52,47.4,245.31,197.73,188.64999,175.28,78.33,125.5,170.19,54.25,126.05,40.64,104.24,83.93,183.39999,78.75,4.65,119.32,43.25,52.79,159.81,99.54,76.77
2019-05-10,197.17999,77.45,74.65,171.85001,1889.97998,354.67001,51.87,75.37,41.5,28.38,67.9,53.36,121.99,31.48,134.03999,10.13,1164.27002,39.53,135.32001,46.2,139.05,112.51,48.19,247.42999,199.99001,188.34,175.86,78.19,127.13,168.82001,54.65,128.00999,40.72,106.01,84.54,183.61,78.59,4.67,119.27,42.83,53.26,160.71001,101.91,76.56
2019-05-13,185.72,76.87,71.24,167.60001,1822.68005,337.37,50.65,76.44,41.23,27.67,64.38,51.3,120.44,30.24,131.34,9.87,1132.03003,39.34,131.42,44.76,137.2,109.45,48.05,241.38,199.03,181.53999,174.07001,77.17,123.35,158.45,53.43,127.16,40.57,106.11,83.7,176.05,77.49,4.52,118.26,40.99,52.53,157.33,99.89,75.71
2019-05-14,188.66,78.44,71.76,167.81,1840.12,343.04001,51.25,75.82,41.55,28.18,65.26,52.02,121.64,30.76,133.2,10.32,1120.43994,39.21,133.31,45.17,136.82001,110.32,48.69,245.94,198.00999,180.73,175.21001,77.42,124.73,162.03999,54.13,127.41,40.66,105.6,84.09,180.10001,77.74,4.54,119.07,41.97,53.0,160.21001,100.29,75.81
2019-05-15,190.92,78.78,71.51,169.87,1871.15002,345.64001,51.42,75.8,41.77,28.3,64.87,52.44,122.14,30.1,134.67999,10.26,1164.20996,39.58,134.39999,45.62,136.91,109.9,49.18,249.14999,199.07001,186.27,174.12,77.55,126.02,159.58,54.56,129.35001,41.15,106.7,85.34,183.87,77.95,4.56,120.64,41.97,53.45,162.78999,99.88,76.37
2019-05-16,190.08,79.5,70.39,169.92,1907.56995,353.81,52.04,75.74,42.28,28.17,65.98,55.93,120.8,30.8,135.5,10.13,1178.97998,39.34,135.88,45.53,138.21001,111.31,49.58,253.42,199.99001,186.99001,171.81,79.13,128.92999,160.19,54.64,130.27,41.64,108.11,85.51,172.86,78.24,4.62,119.9,41.53,54.28,164.87,101.31,76.36
2019-05-17,189.0,79.46,68.64,169.91,1869.0,355.01999,52.07,76.18,42.34,27.9,65.07,56.35,120.52,30.97,135.03999,10.0,1162.30005,39.46,134.32001,44.89,138.61,110.77,49.2,252.55,199.22,185.3,169.09,78.72,128.07001,156.53,54.5,130.50999,41.47,107.45,86.81,142.03999,78.06,4.56,118.4,40.25,54.81,164.09,100.86,75.91
2019-05-20,183.09,79.82,67.23,168.39,1858.96997,352.79001,52.32,76.21,42.58,27.84,64.96,56.01,120.84,31.03,133.91,9.88,1138.84998,39.39,135.12,43.56,138.42,111.35,48.85,253.49001,198.99001,182.72,166.25,78.88,126.22,151.75,53.66,129.99001,41.59,107.33,86.23,139.85001,78.24,4.54,118.11,38.66,54.89,163.47,101.52,75.9
2019-05-21,186.60001,80.88,67.33,169.69,1857.52002,358.75,52.34,76.42,42.75,28.08,66.08,56.52,121.34,31.99,134.09,9.96,1149.63,39.39,136.45,44.46,138.12,111.73,48.6,255.36,199.84,184.82001,167.3,79.5,126.9,155.06,54.17,129.05,41.67,106.37,85.76,140.8,78.42,4.57,118.25,39.3,55.06,163.86,101.12,76.25
2019-05-22,182.78,81.59,64.71,171.3,1859.68005,352.78,51.76,77.09,42.34,28.07,64.66,55.69,120.57,31.72,133.85001,9.9,1151.42004,40.2,136.35001,44.0,138.75999,110.82,49.65,256.89999,199.96001,185.32001,169.74001,80.98,127.67,152.2,54.2,130.07001,41.99,106.72,85.49,135.07001,78.39,4.5,117.32,38.9,54.13,164.24001,102.23,75.56
2019-05-23,179.66,81.15,64.49,172.11,1815.47998,350.54999,51.28,77.81,41.34,27.98,63.9,54.19,117.87,30.94,132.73,9.56,1140.77002,39.99,132.39,44.53,139.78999,108.64,49.85,249.73,198.97,180.87,165.87,81.02,126.18,147.32001,53.08,129.97,41.92,106.76,86.24,132.14,76.16,4.45,117.47,38.07,52.99,161.50999,101.86,73.79
2019-05-24,178.97,80.06,66.0,171.28,1823.28003,354.89999,52.48,77.98,41.76,27.99,64.39,54.37,118.71,31.08,132.78999,9.45,1133.46997,40.18,132.28,44.57,138.85001,109.71,49.61,251.48,197.77,181.06,166.09,81.17,126.24,145.14999,52.77,129.5,41.95,106.69,84.64,135.78999,77.26,4.49,118.55,38.2,53.42,162.64,102.67,74.1
2019-05-28,178.23,78.03,66.55,168.85001,1836.43005,354.88,53.15,76.65,41.48,27.26,63.79,53.93,118.31,30.77,132.62,9.36,1134.15002,39.18,130.46001,43.57,137.07001,108.52,49.1,253.42999,196.67,184.31,163.35001,80.26,126.16,143.33,51.75,127.63,41.9,104.46,81.55,137.53,76.84,4.41,119.4,37.65,52.9,163.71001,102.42,72.61
2019-05-29,177.38,78.06,65.17,169.17999,1819.18994,348.79999,52.64,75.35,41.27,27.52,63.71,53.18,116.77,31.09,131.57001,9.37,1116.45996,38.88,129.69,44.23,131.33,108.22,48.61,253.56,196.02,182.19,161.39999,79.36,124.94,140.34,51.69,128.17,41.72,104.19,81.14,136.75999,76.0,4.43,119.55,37.69,52.51,162.73,102.12,72.16
2019-05-30,178.3,77.61,64.28,169.03999,1816.31995,349.87,52.5,74.83,41.03,27.71,63.61,53.57,115.38,31.17,132.2,9.47,1117.94995,38.74,129.57001,44.73,132.11,107.06,49.25,254.19,199.24001,183.00999,160.58,79.68,125.73,139.11,51.72,128.61,41.9,105.33,79.6,139.61,75.97,4.49,119.75,38.04,52.02,162.75999,102.19,71.97
2019-05-31,175.07001,76.71,61.57,166.7,1775.06995,341.60999,51.91,76.2,40.72,27.95,62.15,52.03,113.85,30.52,132.03999,9.44,1103.63,38.64,126.99,44.04,131.14999,105.96,49.13,251.49001,198.27,177.47,159.75,79.21,123.68,135.46001,50.6,128.0,41.52,102.91,77.13,137.99001,75.15,4.33,117.58,38.35,51.5,161.33,101.44,70.77
2019-06-03,173.3,75.7,63.43,172.36,1692.68994,338.89001,52.38,76.98,41.04,28.41,62.61,51.78,115.99,76.1,132.47,9.53,1036.22998,39.04,128.27,43.46,131.44,106.46,49.98,242.25999,198.78,164.14999,160.03999,80.26,119.84,133.78,50.24,128.98,41.92,103.8,78.61,139.02,75.68,4.37,118.13,38.82,52.28,158.60001,101.96,71.88
2019-06-04,179.64,76.75,66.04,174.73,1729.56006,344.62,53.01,77.01,41.36,28.83,65.88,53.23,117.3,74.11,134.82001,10.0,1053.05005,38.89,132.69,44.79,133.73,109.74,50.0,249.17999,199.63,167.5,164.28999,81.08,123.16,143.0,52.02,129.07001,42.23,104.68,78.5,146.72,76.91,4.49,119.54,39.06,52.72,162.33,102.56,73.59
2019-06-05,182.53999,77.06,65.42,174.55,1738.5,348.75,52.38,77.85,41.04,28.49,65.78,54.75,117.65,74.86,135.94,9.89,1042.21997,38.67,131.49001,44.55,134.38,110.13,50.78,256.26001,200.13,168.17,163.85001,81.69,125.83,141.28,52.1,131.39,42.48,106.73,77.25,148.99001,77.08,4.45,120.22,38.23,52.32,165.39,104.42,72.98
2019-06-06,185.22,77.07,65.98,174.45,1754.35999,350.64001,52.72,77.81,41.61,28.49,66.47,55.1,120.68,72.66,137.21001,9.92,1044.33997,38.98,132.22,45.1,136.67999,110.37,51.4,257.82999,203.05,168.33,164.72,81.44,127.82,143.78,52.59,131.98,42.71,107.38,77.2,155.42999,77.17,4.44,121.3,38.44,53.35,166.92,105.11,74.31
2019-06-07,190.14999,77.43,66.39,175.50999,1804.03003,353.70001,53.1,77.41,42.14,28.88,65.69,55.93,121.48,73.64,138.03999,9.98,1066.04004,39.8,133.31,46.03,138.55,109.16,51.49,265.79999,205.48,173.35001,166.61,82.46,131.39999,145.5,53.26,133.47,42.92,108.77,78.17,156.28,77.67,4.44,122.39,38.82,53.38,170.05,106.06,74.58
2019-06-10,192.58,76.95,68.75,175.58,1860.63,353.79999,53.33,76.79,42.08,28.93,67.12,56.42,122.29,73.75,137.07001,10.05,1080.38,40.12,134.74001,46.8,139.02,110.34,51.38,266.10001,201.3,174.82001,168.28999,82.48,132.60001,148.42999,54.01,133.59,43.07,108.72,76.96,158.28,77.9,4.49,123.49,39.62,53.73,170.82001,107.52,74.91
2019-06-11,194.81,78.17,68.24,174.62,1863.69995,349.32999,55.05,76.01,42.34,29.75,67.88,57.11,121.17,73.73,135.08,10.12,1078.71997,39.92,135.95,46.85,139.78,110.68,51.33,263.66,203.25999,178.10001,168.91,82.98,132.10001,150.75,53.94,133.2,42.67,109.38,78.14,155.32001,77.68,4.51,124.99,39.96,54.51,170.31,107.94,74.84
2019-06-12,194.19,78.57,66.52,175.60001,1855.31995,347.03,54.78,77.58,41.06,29.49,66.81,55.86,120.19,73.46,135.72,10.28,1077.03003,40.3,134.87,46.32,141.67999,109.27,51.64,263.85001,204.92999,175.03999,169.00999,83.71,131.49001,146.2,53.62,133.14,43.08,109.68,77.21,154.33,76.78,4.45,125.68,39.46,52.81,171.59,108.82,74.03
2019-06-13,194.14999,78.95,66.67,176.71001,1870.30005,348.85999,55.47,77.7,41.22,29.49,67.08,56.17,120.91,74.83,141.74001,10.31,1088.77002,40.13,135.75999,46.7,140.71001,109.54,51.13,261.20001,204.49001,177.47,168.85001,82.9,132.32001,148.25999,53.84,132.94,42.5,110.91,77.59,157.66,77.27,4.44,124.79,39.45,52.83,169.35001,108.65,74.68
2019-06-14,192.74001,78.69,65.98,176.08,1869.67004,347.16,54.97,78.12,40.91,29.4,67.48,54.75,120.81,75.08,141.64999,10.23,1085.34998,40.12,135.14999,46.19,140.09,109.82,51.31,260.10001,205.28999,181.33,166.69,82.78,132.45,144.64,53.28,132.73,42.76,111.2,77.2,153.17,77.21,4.4,124.39,37.84,53.18,169.66,109.07,74.35
2019-06-17,193.89,78.65,64.71,178.39,1886.03003,354.89999,54.85,78.03,40.44,29.16,66.54,55.4,121.39,74.75,140.97,10.05,1092.5,39.93,134.95,46.13,139.44,109.22,50.87,259.20001,203.81,189.00999,166.78,83.3,132.85001,145.03,53.13,132.52,42.88,110.99,77.99,157.24001,77.24,4.38,124.17,37.66,52.63,169.56,109.16,75.09
2019-06-18,198.45,78.25,66.9,181.61,1901.37,373.95999,56.37,78.34,41.08,29.26,67.98,56.05,122.93,74.25,139.24001,10.42,1103.59998,40.22,136.38,47.37,140.23,110.71,50.64,258.81,204.50999,188.47,171.86,84.49,135.16,152.88,52.9,132.06,43.07,109.6,77.11,160.75,78.72,4.42,125.37,39.21,53.69,169.28,109.65,75.74
2019-06-19,197.87,77.61,66.45,182.77,1908.79004,368.56,55.73,79.63,41.09,29.28,67.59,56.13,122.89,72.97,140.92,10.34,1102.32996,41.0,137.08,47.07,140.45,109.91,51.12,259.87,204.55,187.48,170.75,85.36,135.69,153.12,52.68,132.85001,43.5,110.42,76.65,162.98,79.17,4.48,125.21,39.4,54.06,170.69,109.62,75.32
2019-06-20,199.46001,78.34,68.01,184.08,1918.18994,374.88,57.09,80.04,41.81,29.44,68.1,57.41,124.28,74.98,142.02,10.63,1111.42004,40.41,138.85001,47.19,142.21001,110.19,51.66,266.79001,205.12,189.53,173.94,84.6,136.95,154.10001,56.99,134.16,43.6,111.74,77.18,167.69,79.92,4.52,125.8,40.51,54.95,173.74001,110.32,76.61
2019-06-21,198.78,78.78,67.3,187.11,1911.30005,371.84,56.6,81.32,42.45,29.15,67.97,57.03,124.93,74.64,140.23,10.48,1121.88,40.27,139.2,47.46,142.09,109.44,51.55,264.47,204.25999,191.14,173.35001,84.57,136.97,151.75999,56.12,133.96001,43.67,111.2,79.22,165.5,79.51,4.49,124.83,40.52,55.37,173.44,111.13,77.69
2019-06-24,198.58,78.45,67.68,184.83,1913.90002,373.98999,57.34,81.64,42.18,29.43,67.41,57.18,124.91,74.7,139.22,10.28,1115.52002,40.59,139.35001,47.63,143.06,108.66,51.92,265.29999,203.92,192.60001,173.38,85.51,137.78,152.66,56.74,134.14,43.76,112.33,77.83,160.03999,79.64,4.48,124.79,39.98,55.75,173.85001,111.24,76.95
2019-06-25,195.57001,65.7,67.57,184.44,1878.27002,369.32001,57.08,80.64,41.86,29.52,66.54,56.08,123.64,74.13,139.94,10.22,1086.34998,40.63,138.36,46.85,144.24001,107.76,51.76,259.73001,205.71001,188.84,172.03,85.24,133.42999,151.48,56.07,133.81,43.76,111.72,78.82,156.10001,79.12,4.48,123.93,38.92,55.45,171.28,110.72,76.27
2019-06-26,199.8,68.0,69.07,183.17,1897.82996,374.94,57.87,77.28,42.08,30.07,67.22,56.6,123.93,73.84,140.39999,10.27,1079.80005,40.13,138.52,48.19,141.85001,108.48,51.12,261.29999,204.55,187.66,171.88,83.54,133.92999,159.25999,56.66,132.32001,42.99,109.73,77.38,163.88,79.11,4.54,123.29,39.08,56.08,171.06,110.16,76.6
2019-06-27,199.74001,70.0,70.5,184.02,1904.28003,364.01999,58.21,77.8,41.62,29.73,68.15,55.73,123.11,73.83,139.3,10.4,1076.01001,39.96,138.52,47.46,140.69,108.84,51.08,261.10001,206.27,189.5,171.5,83.83,134.14999,163.23,56.77,131.69,43.43,109.78,77.92,165.63,78.99,4.55,123.67,39.59,55.6,171.23,110.1,75.82
2019-06-28,197.92,72.72,70.51,184.28,1893.63,364.01001,58.11,78.17,41.7,29.92,70.03,54.73,124.44,75.07,139.64,10.5,1080.91003,40.02,137.89999,47.87,139.28,111.8,50.92,264.53,207.66,193.0,173.34,83.85,133.96001,164.23,56.97,131.13,43.32,109.65,78.53,172.58,79.4,4.58,123.99,39.17,55.79,173.55,110.49,76.63
2019-07-01,201.55,73.4,69.35,186.35001,1922.18994,356.45999,58.44,78.06,42.08,30.0,70.74,54.74,124.84,75.82,141.64999,10.63,1097.94995,40.43,139.88,48.05,139.36,113.68,51.6,266.76999,206.3,193.0,174.50999,84.75,135.67999,166.17,58.01,131.87,43.77,110.49,77.98,175.5,79.67,4.58,125.79,41.38,56.03,173.94,110.62,76.56
2019-07-02,202.73,74.23,67.61,186.64,1934.31006,354.16,58.97,79.28,41.86,29.99,70.44,55.81,122.93,74.84,142.53,10.62,1111.25,40.92,140.22,48.12,140.03,113.8,51.98,270.57001,209.58,195.0,174.02,85.51,136.58,162.23,58.46,132.42999,44.22,111.48,79.75,171.7,79.95,4.58,127.0,40.8,55.94,175.28,111.6,75.72
2019-07-03,204.41,74.96,67.67,188.58,1939.0,354.47,58.93,79.66,41.36,30.18,70.85,56.48,123.35,74.18,142.98,10.61,1121.57996,41.33,141.53999,48.52,142.14,112.82,52.1,273.07999,212.81,197.2,174.98,86.9,137.46001,162.75,58.86,133.99001,44.4,114.08,80.63,174.97,80.74,4.65,126.83,40.33,55.51,176.87,112.32,76.44
2019-07-05,204.23,72.99,67.75,185.94,1942.91003,355.85999,56.61,79.39,41.03,30.11,71.4,56.6,123.54,73.74,142.45,10.5,1131.58997,40.85,141.38,48.08,140.57001,113.49,52.11,272.14001,211.24001,196.39999,172.0,85.6,137.06,160.23,59.28,133.02,43.92,113.15,80.12,174.31,80.87,4.69,126.57,39.93,55.37,176.66,111.98,76.13
2019-07-08,200.02,71.22,66.36,182.24001,1952.31995,351.12,57.19,79.41,41.08,29.97,71.13,56.19,123.6,72.11,141.02,10.2,1116.34998,40.52,140.57001,47.82,140.97,112.87,52.0,271.23001,212.16,195.75999,169.19,84.04,136.96001,157.21001,59.53,132.56,43.3,114.05,79.61,167.38,80.36,4.62,126.87,39.32,55.6,176.19,112.72,76.48
2019-07-09,201.24001,71.24,66.08,181.59,1988.30005,353.09,56.87,79.88,40.95,29.57,71.56,56.34,123.35,70.0,141.61,10.25,1124.82996,40.75,139.33,47.75,141.41,113.35,51.59,273.34,212.09,199.21001,165.7,84.86,136.46001,157.31,59.6,131.74001,43.37,112.91,79.44,167.84,80.39,4.58,126.9,39.67,55.48,177.73,112.88,76.43
2019-07-10,203.23,71.65,66.62,182.27,2017.41003,352.29999,57.44,80.21,41.22,29.76,71.13,57.13,125.44,69.65,143.53999,10.2,1140.47998,41.11,140.47,48.21,141.21001,113.02,51.82,275.38,213.0,202.73,165.7,84.82,137.85001,160.06,60.15,134.41,44.06,113.75,80.28,168.17999,80.39,4.63,127.38,40.71,56.3,179.31,112.98,77.51
2019-07-11,201.75,71.24,66.16,178.0,2001.06995,359.0,57.21,80.58,41.28,29.87,71.61,57.3,125.43,69.5,143.56,10.11,1144.20996,40.93,141.24001,48.6,140.11,114.1,52.04,278.32001,212.69,201.23,169.03999,81.0,138.39999,166.28,59.99,134.35001,42.98,114.38,81.26,163.34,80.38,4.7,126.75,40.9,56.43,180.74001,113.92,77.57
2019-07-12,203.3,70.28,68.05,174.92999,2011.0,365.32999,57.24,79.97,41.21,30.06,71.77,57.95,125.98,71.52,144.88,10.37,1144.90002,40.42,142.74001,49.92,134.3,115.3,52.12,279.54001,212.99001,204.87,173.34,79.73,138.89999,167.61,59.81,133.28,42.4,114.99,81.89,164.24001,80.04,4.67,127.71,41.23,56.45,180.33,114.6,77.63
2019-07-15,205.21001,70.27,68.63,176.12,2020.98999,361.60999,57.85,79.77,40.69,30.05,71.71,58.05,125.72,71.94,145.06,10.27,1150.33997,40.9,143.32001,50.12,134.71001,113.9,52.13,279.37,214.21001,203.91,172.84,80.96,138.89999,167.27,59.53,134.14999,42.75,115.48,81.47,162.53,79.89,4.64,127.63,41.82,56.58,180.57001,114.98,77.08
2019-07-16,204.5,69.16,70.0,177.47,2009.90002,362.75,57.56,79.96,40.21,30.26,71.32,57.62,124.76,72.32,144.3,10.38,1153.57996,41.18,143.53,49.17,132.5,115.12,52.14,276.62,213.72,203.84,176.49001,81.59,137.08,167.08,58.61,133.8,42.85,115.89,81.58,162.3,79.88,4.65,128.61,41.77,55.59,179.31,114.76,75.93
2019-07-17,203.35001,68.32,69.83,177.06,1992.03003,369.51999,58.01,80.41,39.28,29.99,70.82,57.21,124.14,71.3,142.57001,9.98,1146.34998,41.14,143.07001,49.39,131.86,113.99,52.18,275.28,213.71001,201.8,174.67,81.92,136.27,169.71001,57.99,132.78,42.74,115.94,81.05,160.41,79.89,4.55,129.36,41.63,54.63,179.14999,114.6,75.48
2019-07-18,205.66,68.25,69.77,179.53999,1977.90002,361.10999,57.84,81.12,38.84,30.19,71.79,57.74,124.68,71.58,141.63,10.06,1146.32996,41.41,149.63,49.94,132.07001,114.67,52.03,276.78,215.91,200.78,173.06,82.69,136.42,170.17999,58.12,132.88,43.06,115.44,87.71,161.61,80.25,4.5,129.81,43.19,54.45,180.53,114.72,74.84
2019-07-19,202.59,68.54,71.89,178.39,1964.52002,377.35999,58.3,79.56,39.23,30.05,70.92,57.36,125.04,71.57,139.85001,10.04,1130.09998,40.96,149.67999,50.27,130.31,113.54,51.39,275.60001,213.87,198.36,172.61,81.39,136.62,168.44,57.54,130.09,42.77,115.01,88.73,156.67999,80.32,4.43,130.17,43.83,54.5,179.24001,113.9,74.99
2019-07-22,207.22,68.0,72.07,175.89,1985.63,373.42001,58.47,79.29,39.35,29.84,71.11,57.73,125.31,71.97,140.84,10.21,1138.06995,41.13,149.74001,51.35,128.64,114.27,51.22,278.60999,215.0,202.32001,174.64,81.21,138.42999,171.32001,57.6,130.28,42.82,115.3,86.95,156.35001,79.9,4.41,131.14,44.6,54.41,180.57001,112.82,75.07
2019-07-23,208.84,67.73,74.46,176.00999,1994.48999,373.07001,58.38,78.74,39.47,29.47,71.99,57.71,125.82,73.24,141.25999,10.65,1146.20996,41.32,150.38,51.75,128.84,116.36,54.33,278.97,214.31,202.36,177.52,82.03,139.28999,175.66,57.45,130.74001,43.09,113.85,86.75,163.53,80.27,4.54,131.75,44.42,54.3,180.89999,112.09,75.37
2019-07-24,208.67,67.46,77.03,175.77,2000.81006,361.42999,56.34,78.28,39.14,29.62,73.01,57.23,126.54,74.23,141.28999,10.68,1137.81006,41.43,150.03,52.92,129.78,116.83,53.78,280.25,212.78,204.66,179.42,81.75,140.72,178.66,58.11,129.21001,42.89,112.6,85.02,172.53999,79.86,4.57,133.0,44.54,53.76,183.33,112.0,75.36
2019-07-25,207.02,66.66,74.57,174.11,1973.81995,348.09,56.11,78.47,38.99,29.53,71.39,56.62,125.63,73.15,143.21001,10.43,1132.12,41.54,150.39,52.16,131.12,115.71,53.07,279.35001,214.44,200.71001,178.13,81.75,140.19,173.38,58.29,128.99001,42.67,112.77,85.63,172.3,79.4,4.5,132.5,43.62,53.29,181.59,112.22,74.93
2019-07-26,207.74001,67.76,74.27,175.34,1943.05005,345.0,56.13,79.52,38.98,29.7,72.16,56.53,123.72,73.21,144.64999,10.51,1250.41003,41.91,151.36,51.59,130.73,116.22,54.17,282.07001,215.58,199.75,173.98,81.43,141.34,175.07001,58.5,131.22,43.09,114.73,85.98,165.0,79.55,4.46,131.95,43.46,53.63,183.69,113.02,74.81
2019-07-29,209.67999,67.18,74.27,176.08,1912.44995,340.20999,56.43,80.11,39.09,29.73,71.76,56.93,124.23,73.09,146.39,10.38,1239.41003,42.18,150.88,52.51,133.02,115.85,53.99,281.44,214.98,195.94,176.75999,82.49,141.03,174.82001,58.06,131.53,41.45,116.0,86.76,161.89999,79.62,4.43,131.73,43.94,53.67,183.21001,112.27,75.34
